Day,Month,Year,Price,Open,High,Low,Nifty Vol,Chg,VIXPrice,VIXOpen,VIXHigh,VIXLow,VIXChg,GSECPrice,GSECOpen,GSECHigh,GSECLow,GSECChg,FXPrice,FXOpen,FXHigh,FXLow,FXChg,OilPrice,OilOpen,OilHigh,OilLow,OilVolume,OilChg,FII_BUY,FII_SELL,FII_NET,DII_BUY,DII_SELL,DII_NET,Nifty_PE
1,3,2018,10458.35,10479.95,10525.5,10447.15,181380,-0.0033,14.0725,13.805,14.2525,12.405,0.0194,7.738,7.726,7.776,7.696,0.0016,65.23,65.21,65.252,65.11,0.0003,60.99,61.55,61.83,60.18,812.51,-0.0105,5514.41,5272.56,241.85,3323.03,3326.32,-3.29,25.59
28,2,2018,10492.85,10488.95,10535.5,10461.55,294790,-0.0058,13.805,13.9225,14.4,12.525,-0.0084,7.726,7.696,7.726,7.673,0.0078,65.21,65.15,65.32,65.05,0.0045,61.64,62.79,63.44,61.36,768.41,-0.0217,8739.25,10489.77,-1750.52,4791.02,3194.13,1596.89,25.68
27,2,2018,10554.3,10615.2,10631.65,10537.25,193250,-0.0027,13.9225,13.695,14.4225,12.4475,0.0166,7.666,7.708,7.717,7.657,-0.0029,64.92,64.82,64.97,64.77,0.0023,63.01,64.06,64.08,62.64,562.67,-0.0141,4383.74,5290.6,-906.86,3609.18,2562.51,1046.67,25.87
26,2,2018,10582.6,10526.55,10592.95,10520.2,177240,0.0087,13.695,14.2025,14.325,13.53,-0.0357,7.688,7.657,7.708,7.657,0.0027,64.77,64.66,64.84,64.63,0.0009,63.91,63.6,64.24,63.06,469.85,0.0057,4274.02,5393.53,-1119.51,3899.26,2489.81,1409.45,25.95
23,2,2018,10491.05,10408.1,10499.1,10396.65,217130,0.0104,14.2025,14.8325,14.8325,13.535,-0.0425,7.667,7.76,7.76,7.667,-0.0102,64.71,64.96,64.96,64.695,-0.0041,63.55,62.6,63.73,62.33,460.6,0.0124,5344.49,5830.81,-486.32,4240.79,2726.76,1514.03,25.75
22,2,2018,10382.7,10354.35,10397.55,10340.65,323260,-0.0014,14.8325,15.92,16.4575,14.5025,-0.0683,7.746,7.816,7.816,7.724,0.0047,64.975,65.065,65.105,64.955,0.0026,62.77,61.34,63.09,60.75,592.6,0.0177,7595.33,9930.67,-2335.34,6510.35,5450.93,1059.42,25.49
21,2,2018,10397.45,10426,10426.1,10349.6,241330,0.0036,15.92,16.8675,16.87,15.725,-0.0562,7.71,7.677,7.71,7.657,0.0055,64.805,64.905,64.945,64.713,-0.0008,61.68,61.63,61.86,60.92,466.92,-0.0036,5860.21,7074.39,-1214.18,4218.31,2842.83,1375.48,25.18
20,2,2018,10360.4,10391,10429.35,10347.65,193460,-0.0017,16.8675,16.6675,17.5375,16.3275,0.012,7.668,7.606,7.694,7.603,0.0112,64.86,64.51,64.863,64.42,0.0095,61.9,61.63,62.74,61.58,50.21,-0.0077,3052.98,3903.33,-850.35,4124.06,2686.82,1437.24,25.09
19,2,2018,10378.4,10488.9,10489.35,10302.75,193090,-0.0071,16.6675,16.3775,18.035,13.955,0.0177,7.6225,7.591,7.6455,7.587,0.0062,64.25,64.25,64.25,64.25,0.0005,62.38,61.71,62.49,61.67,0,0.0107,3368.46,4264.25,-895.79,3120.87,2534.35,586.52,25.14
16,2,2018,10452.3,10596.2,10612.9,10434.05,190040,-0.0088,16.3775,16.315,16.9725,12.57,0.0038,7.577,7.576,7.597,7.571,0.0012,64.215,63.875,64.23,63.815,0.0049,61.68,61.45,61.99,60.88,181.18,0.0055,3104.56,4170.55,-1065.99,3926.11,2798.33,1127.78,25.32
15,2,2018,10545.5,10537.9,10618.1,10511.05,217090,0.0042,16.315,17.185,17.185,14.085,-0.0506,7.568,7.567,7.611,7.547,0.0103,63.9,63.96,63.98,63.875,-0.0031,61.34,60.71,61.64,59.72,340.4,0.0122,4272,4512.29,-240.29,3024.47,2974.55,49.92,25.45
14,2,2018,10500.9,10585.75,10590.55,10456.65,236330,-0.0037,17.185,17.8825,17.8825,15.52,-0.039,7.491,7.453,7.509,7.449,-0.0007,64.1,64.155,64.192,64.045,-0.0026,60.6,58.98,60.9,58.2,650.32,0.0238,6413.02,7141.73,-728.71,3545.62,3698.01,-152.39,25.37
12,2,2018,10539.75,10518.2,10555.5,10485.4,224120,0.0081,17.8825,19.23,19.23,16.5675,-0.0701,7.496,7.47,7.525,7.449,0.0008,64.28,64.29,64.35,64.24,-0.0015,59.29,59.12,60.83,59.1,736.92,0.0015,4344.74,5158.85,-814.11,3941.56,2598.86,1342.7,25.48
9,2,2018,10454.95,10416.5,10480.2,10398.2,197500,-0.0115,19.23,17.7725,20.4225,15.15,0.082,7.49,7.458,7.524,7.452,0.0032,64.375,64.425,64.438,64.285,0.0012,59.2,60.43,60.77,58.07,933.31,-0.0319,3563.44,4915.14,-1351.7,3151.85,2563.43,588.42,25.27
8,2,2018,10576.85,10518.5,10637.8,10479.55,239410,0.0096,17.7725,19.465,24.035,15.2625,-0.087,7.466,7.506,7.522,7.466,-0.0086,64.3,64.39,64.39,64.15,0.0003,61.15,61.7,62.09,60.27,929.58,-0.0104,4395.66,6692.75,-2297.09,5670.62,3297.03,2373.59,25.56
7,2,2018,10476.7,10607.2,10614,10446.4,258100,-0.0021,19.465,20.015,20.015,16.7975,-0.0275,7.531,7.583,7.62,7.496,-0.0049,64.28,64.22,64.312,64.045,0.0008,61.79,63.92,64.18,61.25,1030,-0.0252,5874.54,6897.04,-1022.5,4011.31,3550.12,461.19,25.32
6,2,2018,10498.25,10295.15,10594.15,10276.3,274660,-0.0158,20.015,16.0525,23.1575,16.0525,0.2468,7.568,7.562,7.616,7.538,-0.0049,64.23,64.36,64.405,64.1,0.0014,63.39,63.43,64.29,63.12,797.81,-0.0118,5873.56,8199.66,-2326.1,5594.31,3894.57,1699.74,25.37
5,2,2018,10666.55,10604.3,10702.75,10586.8,247480,-0.0087,16.0525,15.25,18.335,15.08,0.0526,7.605,7.62,7.62,7.572,0.0057,64.14,64.24,64.24,64.01,0.0002,64.15,65.1,65.4,63.42,891.06,-0.0199,5805.68,7069.25,-1263.57,4889.79,3726.15,1163.64,25.78
2,2,2018,10760.6,10938.2,10954.95,10736.1,291430,-0.0233,15.25,14.1075,15.49,11.4975,0.081,7.562,7.679,7.689,7.509,-0.0057,64.13,64.125,64.2,63.74,0.0023,65.45,65.99,66.3,64.47,857.57,-0.0053,7957.38,7007.38,950,4945.3,5454.08,-508.78,26.04
1,2,2018,11016.9,11044.55,11117.35,10878.8,315740,-0.001,14.1075,15.93,16.7725,13.9025,-0.1144,7.605,7.446,7.625,7.399,0.0236,63.98,63.65,64.065,63.56,0.0068,65.8,64.76,66.25,64.63,685.75,0.0165,7658.46,6558.68,1099.78,5001.78,5360.28,-358.5,27.48
31,1,2018,11027.7,11018.8,11058.5,10979.3,253460,-0.002,15.93,16.415,16.415,14.2875,-0.0295,7.43,7.423,7.439,7.402,-0.0005,63.55,63.68,63.752,63.55,-0.0022,64.73,64.03,64.94,63.67,613.26,0.0036,7030.47,7167.1,-136.63,5822.73,4528.07,1294.66,27.50
30,1,2018,11049.65,11120.85,11121.1,11033.9,234970,-0.0073,16.415,17.8875,18.005,16.15,-0.0823,7.434,7.44,7.478,7.418,-0.0009,63.69,63.7,63.815,63.595,0.0014,64.5,65.53,65.56,63.89,688.38,-0.0162,6182.63,6288.19,-105.56,4636.1,4917.75,-281.65,27.51
29,1,2018,11130.4,11079.35,11171.55,11075.95,249220,0.0055,17.8875,17.5075,18.485,16.3625,0.0217,7.441,7.322,7.444,7.295,0.0183,63.6,63.61,63.625,63.49,0.0002,65.56,66.18,66.46,64.98,656.17,-0.0088,8487.54,8195.68,291.86,4620.09,4530.01,90.08,27.71
25,1,2018,11069.65,11095.6,11095.6,11009.2,340470,-0.0015,17.5075,18.04,18.235,17.035,-0.0295,7.307,7.312,7.341,7.299,0.0043,63.515,63.515,63.64,63.455,-0.0023,65.51,65.88,66.66,65.08,771.76,-0.0015,9091.88,8154.57,937.31,6756.82,7722.49,-965.67,27.61
24,1,2018,11086,11069.35,11110.1,11046.15,292200,0.0002,18.04,16.225,18.495,14.64,0.1119,7.276,7.265,7.282,7.243,-0.0185,63.66,63.74,63.74,63.63,-0.0016,65.61,64.42,66.05,64.34,887.02,0.0177,7723.45,6947.03,776.42,5435.95,5629.82,-193.87,27.66
23,1,2018,11083.7,10997.4,11092.9,10994.55,293450,0.0107,16.225,15.3925,16.2975,14.11,0.0541,7.413,7.49,7.49,7.407,-0.0066,63.76,63.91,63.91,63.75,-0.002,64.47,63.88,64.88,63.7,662.46,0.0154,8312.42,7083.07,1229.35,6324.24,6155.21,169.03,27.81
22,1,2018,10966.2,10883.2,10975.1,10881.4,238820,0.0066,15.3925,13.9825,15.59,12.0675,0.1008,7.462,7.498,7.509,7.453,-0.0023,63.89,63.89,64.01,63.725,0.0009,63.49,63.61,64.14,63.17,40.06,0.0019,7002.31,5434.8,1567.51,3583.17,4045.04,-461.87,27.62
19,1,2018,10894.7,10829.2,10906.85,10793.9,214010,0.0072,13.9825,13.96,14.195,10.75,0.0016,7.479,7.479,7.486,7.451,0.0011,63.83,63.68,63.87,63.635,-0.0006,63.37,63.74,63.77,62.85,142.71,-0.0091,6104.97,5116.72,988.25,3716.09,3506.23,209.86,27.44
18,1,2018,10817,10873.4,10887.5,10782.4,321610,0.0026,13.96,13.86,14.22,11.655,0.0072,7.471,7.447,7.479,7.436,0.0076,63.87,63.86,63.95,63.755,-0.0002,63.95,64.07,64.35,63.47,204.5,-0.0003,9014.99,7120,1894.99,4396.02,5053.48,-657.46,27.25
17,1,2018,10788.55,10702.45,10803,10666.75,260490,0.0082,13.86,14.085,14.445,10.345,-0.016,7.415,7.547,7.552,7.374,-0.0181,63.885,64.08,64.08,63.772,-0.0021,63.97,63.89,64.17,63.31,444.38,0.0038,7883.29,7258.16,625.13,4688.22,4519.61,168.61,27.18
16,1,2018,10700.45,10761.5,10762.35,10687.85,217470,-0.0038,14.085,14.305,14.585,12.3475,-0.0154,7.552,7.504,7.587,7.482,0.0146,64.02,63.61,64.13,63.6,0.008,63.73,64.43,64.89,63.39,867.77,-0.0154,8203.03,7509.86,693.17,4002.63,4249.01,-246.38,26.96
15,1,2018,10741.55,10718.5,10782.65,10713.8,181260,0.0056,14.305,13.7325,14.475,11.8125,0.0417,7.443,7.471,7.471,7.438,-0.0016,63.515,63.46,63.515,63.335,-0.0015,64.73,64.28,64.89,64.11,0,0.007,5146.96,5114.04,32.92,3864.42,4037.7,-173.28,27.06
12,1,2018,10681.25,10682.55,10690.4,10597.1,180590,0.0028,13.7325,14.0125,14.5525,11.92,-0.02,7.455,7.443,7.482,7.404,0.0026,63.61,63.6,63.73,63.49,-0.0013,64.3,63.57,64.5,63.06,678.73,0.0078,5857.14,6015.3,-158.16,3264.47,2568.22,696.25,27.28
11,1,2018,10651.2,10637.05,10664.6,10612.35,158630,0.0018,14.0125,14.035,14.2775,12.985,-0.0016,7.436,7.419,7.456,7.406,-0.0007,63.69,63.66,63.828,63.648,0.0009,63.8,63.5,64.77,63.43,876.64,0.0036,4977.52,5601.15,-623.63,3635.6,2865.58,770.02,27.23
10,1,2018,10632.2,10652.05,10655.5,10592.7,181900,-0.0005,14.035,13.8475,14.2275,12.5175,0.0135,7.441,7.411,7.454,7.411,0.01,63.63,63.69,63.855,63.56,-0.0006,63.57,63.41,63.67,63.09,697.84,0.0097,3796.92,4369.18,-572.26,3943.39,3343.15,600.24,27.18
9,1,2018,10637,10645.1,10659.15,10603.6,211290,0.0013,13.8475,13.735,14.13,12.25,0.0082,7.367,7.36,7.377,7.341,0.0031,63.67,63.485,63.73,63.425,0.0031,62.96,61.92,63.48,61.8,844.72,0.0199,4872.45,5176.39,-303.94,4017.72,3494.82,522.9,27.19
8,1,2018,10623.6,10591.7,10631.2,10588.55,174180,0.0061,13.735,13.1125,13.855,11.8125,0.0475,7.344,7.285,7.348,7.279,0.0077,63.475,63.335,63.53,63.245,0.0021,61.73,61.61,61.97,61.34,616.47,0.0047,5636.67,4943.84,692.83,3709.76,3916.06,-206.3,27.16
5,1,2018,10558.85,10534.25,10566.1,10520.1,186470,0.0051,13.1125,13.415,13.415,12.42,-0.0225,7.288,7.331,7.343,7.281,-0.0059,63.34,63.36,63.425,63.323,-0.0009,61.44,61.9,62.04,61.09,563.04,-0.0092,5811.9,5230.47,581.43,3984.73,3741.6,243.13,26.99
4,1,2018,10504.8,10469.4,10513,10441.45,180260,0.0059,13.415,13.6225,13.7925,12.1825,-0.0152,7.331,7.346,7.365,7.328,0.0012,63.4,63.595,63.615,63.365,-0.0017,62.01,61.96,62.21,61.59,654.36,0.0062,4624.1,4412.05,212.05,3816.57,3491.33,325.24,26.86
3,1,2018,10443.2,10482.65,10503.6,10429.55,172520,0.0001,13.6225,13.685,13.715,12.765,-0.0046,7.322,7.405,7.423,7.32,-0.0084,63.505,63.555,63.575,63.45,0.0007,61.63,60.39,61.97,60.28,673.86,0.0209,4529.24,4432.93,96.31,3081.06,3350.26,-269.2,26.70
2,1,2018,10442.2,10477.55,10495.2,10404.65,158090,0.0006,13.685,13.3525,13.8425,12.605,0.0249,7.384,7.341,7.399,7.341,0.0064,63.46,63.7,63.77,63.44,-0.0035,60.37,60.2,60.74,60.1,510.31,0.0022,3162.36,2639.62,522.74,3230.34,3165.64,64.7,26.70
1,1,2018,10435.55,10531.7,10537.85,10423.1,134530,-0.009,13.3525,12.67,13.6125,12.545,0.0539,7.337,7.349,7.363,7.315,0.0015,63.68,63.855,63.865,63.635,-0.0025,60.24,60.26,60.28,60.15,0,-0.003,769.77,443.86,325.91,2499.42,3799.73,-1300.31,26.68
29,12,2017,10530.7,10492.35,10538.7,10488.65,156740,0.005,12.67,12.2975,12.76,11.48,0.0303,7.326,7.41,7.41,7.27,-0.0095,63.84,64.055,64.07,63.79,-0.0037,60.42,59.91,60.51,59.82,464.48,0.0097,3586.68,2991.64,595.04,4282.72,3821.35,461.37,26.92
28,12,2017,10477.9,10498.2,10534.55,10460.45,281310,-0.0012,12.2975,12.4925,12.6925,11.3275,-0.0156,7.396,7.303,7.399,7.302,0.0245,64.08,64.13,64.28,64.078,-0.0006,59.84,59.53,59.94,59.44,345.96,0.0034,5485.87,4923.32,562.55,5561.74,6335.83,-774.09,26.82
27,12,2017,10490.75,10531.05,10552.4,10469.25,170310,-0.0039,12.4925,12.0525,12.735,11.51,0.0365,7.219,7.304,7.304,7.218,-0.0077,64.12,64.075,64.185,64.075,0.0011,59.64,59.79,59.93,59.33,402.4,-0.0055,2825.84,2653.52,172.32,3060.42,3267.1,-206.68,26.85
26,12,2017,10531.5,10512.3,10545.45,10477.95,160420,0.0037,12.0525,11.5875,12.2575,10.3175,0.0401,7.275,7.289,7.307,7.261,0.0006,64.05,64.04,64.125,64.028,0.0005,59.97,58.4,60.01,58.32,437.79,0.0236,2029.12,2073.19,-44.07,4487.19,3942.69,544.5,26.96
22,12,2017,10493,10457.3,10501.1,10448.25,143120,0.005,11.5875,12.085,12.1325,10.7325,-0.0412,7.271,7.21,7.293,7.206,0.0079,64.02,64.06,64.09,64.02,0,58.47,58.21,58.5,57.87,324.55,0.0019,3653.46,3545.59,107.87,3783.08,3411.55,371.53,26.86
21,12,2017,10440.3,10473.95,10473.95,10426.9,156650,-0.0004,12.085,12.185,12.2425,10.16,-0.0082,7.214,7.249,7.293,7.207,-0.0007,64.02,64.02,64.14,64.01,-0.0015,58.36,58.02,58.38,57.63,405.32,0.0046,4753.35,5137.34,-383.99,4730.99,3156.69,1574.3,26.74
20,12,2017,10444.2,10494.4,10494.45,10437.15,180600,-0.0018,12.185,12.1875,12.415,11.2025,-0.0002,7.219,7.204,7.223,7.195,0.0057,64.115,64.01,64.13,64.005,0.0009,58.09,57.66,58.12,57.44,420.84,0.011,4776.52,6281.56,-1505.04,4388.5,4242.33,146.17,26.75
19,12,2017,10463.2,10414.8,10472.2,10406,174340,0.0072,12.1875,13.115,13.115,12.075,-0.0707,7.178,7.198,7.198,7.164,-0.0004,64.06,64.23,64.23,63.945,-0.0023,57.46,57.3,57.64,57.16,36.29,0.0052,5638.36,6046.19,-407.83,4298.37,3940.97,357.4,26.79
18,12,2017,10388.75,10263.1,10443.55,10074.8,237510,0.0054,13.115,14.94,18.2575,12.815,-0.1222,7.181,7.17,7.223,7.143,0.0067,64.21,64.16,64.73,64.09,0.002,57.16,57.37,57.78,56.82,137.15,-0.0024,4297.2,4728.97,-431.77,4099.72,3022.91,1076.81,26.60
15,12,2017,10333.25,10345.65,10373.1,10319.65,262980,0.0079,14.94,16.4075,16.4075,13.3975,-0.0894,7.134,7.113,7.14,7.112,0.0006,64.08,64.14,64.175,64.015,-0.004,57.3,57.15,57.49,56.94,210.05,0.0046,9250.86,10171.89,-921.03,4812.6,4177.16,635.44,26.46
14,12,2017,10252.1,10229.3,10276.1,10141.55,159100,0.0058,16.4075,15.945,17.385,12.795,0.029,7.13,7.143,7.169,7.126,-0.006,64.34,64.36,64.375,64.255,-0.0019,57.04,56.7,57.22,56.09,580.57,0.0078,4976.35,4744.18,232.17,3535.15,3909.36,-374.21,26.25
13,12,2017,10192.95,10236.6,10296.55,10169.85,187190,-0.0046,15.945,15.2625,16.3125,12.7025,0.0447,7.173,7.246,7.255,7.173,-0.0025,64.46,64.54,64.56,64.425,0.0008,56.6,57.45,57.83,56.55,658.14,-0.0095,5335.71,5914.36,-578.65,3493.61,3610.09,-116.48,26.10
12,12,2017,10240.15,10324.9,10326.1,10230.2,180550,-0.008,15.2625,14.1475,15.3725,12.1575,0.0788,7.191,7.22,7.235,7.169,0.0026,64.41,64.42,64.53,64.4,0.0009,57.14,58.02,58.56,56.85,826.49,-0.0147,6888.97,6045.77,843.2,2633.71,3487.38,-853.67,26.22
11,12,2017,10322.25,10310.5,10329.2,10282.05,152040,0.0055,14.1475,13.6725,14.485,12.16,0.0347,7.172,7.094,7.177,7.089,0.0117,64.355,64.455,64.455,64.315,-0.0019,57.99,57.25,58.08,56.91,606.72,0.011,4881.28,5066.88,-185.6,3098.14,2989.2,108.94,26.43
8,12,2017,10265.65,10198.45,10270.85,10195.25,206230,0.0097,13.6725,14.2725,14.2725,12.905,-0.042,7.089,7.08,7.109,7.073,0.005,64.48,64.565,64.59,64.435,-0.0014,57.36,56.65,57.79,56.54,681.6,0.0118,6123.79,6798.95,-675.16,4426.73,3183.73,1243,26.26
7,12,2017,10166.7,10063.45,10182.65,10061.9,171340,0.0122,14.2725,15.0875,15.0875,13.92,-0.054,7.054,7.015,7.061,7.012,0.0033,64.57,64.51,64.61,64.49,0.0006,56.69,56,56.78,55.82,557.33,0.013,4483.29,5558.91,-1075.62,3850.2,2923.52,926.68,26.01
6,12,2017,10044.1,10088.8,10104.2,10033.35,171210,-0.0073,15.0875,15.0075,15.2575,13.5525,0.0053,7.031,7.06,7.084,7.029,-0.004,64.53,64.445,64.555,64.398,0.0026,55.96,57.45,57.57,55.87,678.99,-0.0288,4819.29,6037.21,-1217.92,3416.35,2421.24,995.11,25.70
5,12,2017,10118.25,10118.25,10147.95,10069.1,160250,-0.0009,15.0075,14.855,15.3375,13.5475,0.0103,7.059,7.074,7.08,7.054,-0.0034,64.36,64.3,64.468,64.23,-0.0003,57.62,57.48,57.92,57.08,499.25,0.0026,3728.28,5198.84,-1470.56,3312.51,2238.12,1074.39,25.89
4,12,2017,10127.75,10175.05,10179.2,10095.7,153240,0.0006,14.855,14.795,15.255,14.135,0.0041,7.083,7.088,7.107,7.071,0.0035,64.38,64.56,64.56,64.29,-0.0022,57.47,58.32,58.34,57.35,529.97,-0.0153,3988.6,4322.19,-333.59,3207.04,2430.86,776.18,26.03
30,11,2017,10226.55,10332.7,10332.7,10211.25,353100,-0.013,13.55,13.06,13.9075,11.965,0.0375,7.058,7.05,7.071,7.032,0.0047,64.49,64.55,64.635,64.41,0.002,57.4,57.41,57.98,56.82,735.13,0.0017,15964.32,17465.08,-1500.76,7397.41,6194.84,1202.57,26.16
29,11,2017,10361.3,10376.65,10392.95,10345.9,157190,-0.0009,13.06,13.1475,13.285,12.255,-0.0067,7.025,7.037,7.045,7.017,-0.0007,64.36,64.42,64.52,64.28,-0.0008,57.3,57.73,58.3,56.75,741.56,-0.0119,4660.25,5519.52,-859.27,3805.47,3034.4,771.07,26.51
28,11,2017,10370.25,10387.9,10409.55,10355.2,202050,-0.0028,13.1475,13.03,13.3625,12.0375,0.009,7.03,7.074,7.079,7.028,-0.0037,64.41,64.54,64.613,64.37,-0.001,57.99,57.86,58.11,57.42,546.53,-0.0021,4438.78,4426.54,12.24,3890.03,4318.18,-428.15,26.53
27,11,2017,10399.55,10361.05,10407.15,10340.2,146280,0.0009,13.03,13.5125,13.9025,11.5275,-0.0357,7.056,7.012,7.06,7.012,0.0077,64.477,64.715,64.828,64.477,-0.0031,58.11,58.95,58.99,57.55,690.08,-0.0142,4087.75,4512.52,-424.77,2902.5,2833.1,69.4,26.61
24,11,2017,10389.7,10366.8,10404.5,10362.25,133180,0.004,13.5125,13.865,13.9925,12.49,-0.0254,7.002,7.009,7.043,6.996,0.0024,64.68,64.59,64.752,64.555,0.0017,58.95,58.05,59.05,57.75,577.83,0.0098,4327.32,4743.6,-416.28,3389.69,2962.06,427.63,26.59
23,11,2017,10348.75,10358.45,10374.3,10307.3,157650,0.0006,13.865,14.0375,14.4625,12.8225,-0.0123,6.985,6.947,7.022,6.946,0.0037,64.57,64.815,64.897,64.57,-0.0048,58.38,57.97,58.58,57.76,0,0.0062,4395.98,4322.76,73.22,3101.46,2879.25,222.21,26.48
22,11,2017,10342.3,10350.8,10368.7,10309.55,162500,0.0015,14.0375,13.715,14.335,12.185,0.0235,6.959,6.899,6.979,6.899,0.0091,64.88,64.78,64.965,64.72,0,58.02,57.12,58.15,57.03,837.41,0.0209,4717.84,5159.3,-441.46,3438.83,2601.61,837.22,26.40
21,11,2017,10326.9,10329.25,10358.7,10315.05,191860,0.0027,13.715,13.4325,13.925,11.01,0.021,6.896,6.891,6.918,6.886,0.001,64.88,65.09,65.125,64.88,-0.0034,56.83,56.38,57.22,56.32,619.07,0.0132,5995.72,6722.73,-727.01,4073.23,3247.73,825.5,26.20
20,11,2017,10298.75,10287.2,10309.85,10261.5,151750,0.0015,13.4325,13.7125,15.605,11.12,-0.0204,6.889,6.979,6.979,6.887,-0.0227,65.1,64.975,65.125,64.975,0.0013,56.09,56.69,56.76,55.57,37.7,-0.0081,4698.76,5057.5,-358.74,2858.34,2245.34,613,26.18
17,11,2017,10283.6,10324.55,10343.6,10268.05,209590,0.0067,13.7125,13.4625,13.86,11.6325,0.0186,7.049,6.953,7.059,6.953,-0.0018,65.015,64.647,65.072,64.625,-0.0043,56.55,55.25,56.68,55.18,184.94,0.0256,6715.94,5439.32,1276.62,4377.74,2910.8,1466.94,26.14
16,11,2017,10214.75,10152.9,10232.25,10139.2,188180,0.0096,13.4625,14.265,14.265,11.0675,-0.0563,7.062,7.023,7.084,7.02,0.0066,65.295,65.285,65.39,65.125,0.0004,55.14,55.3,55.62,54.93,213.92,-0.0034,4551.77,4999.19,-447.42,3181.07,2333.62,847.45,25.96
15,11,2017,10118.05,10171.95,10175.45,10094,213840,-0.0067,14.265,14.165,14.5775,11.58,0.0071,7.016,7.031,7.038,7.016,-0.0048,65.27,65.44,65.44,65.155,-0.0021,55.33,55.06,55.56,54.88,501.39,-0.0066,5294.73,5676.15,-381.42,3895.02,3025.93,869.09,25.72
14,11,2017,10186.6,10223.4,10248,10175.55,314410,-0.0038,14.165,14.045,14.74,12.4575,0.0085,7.05,6.988,7.066,6.982,0.0112,65.41,65.32,65.55,65.292,-0.0005,55.7,56.72,56.77,54.81,707.34,-0.0187,8052.25,5475.27,2576.98,3211.77,3213.07,-1.3,25.89
13,11,2017,10224.95,10322,10334.15,10216.25,216800,-0.0094,14.045,13.475,14.3825,11.165,0.0423,6.972,6.976,6.984,6.962,0.0023,65.44,65.37,65.535,65.267,0.0038,56.76,56.9,57.15,56.3,631.62,0.0004,4620.5,4854.06,-233.56,3658.98,3927.75,-268.77,25.99
10,11,2017,10321.75,10304.35,10344.95,10254.1,287960,0.0012,13.475,13.2675,13.8175,11.1675,0.0156,6.956,6.935,6.97,6.923,0.0036,65.19,65.09,65.208,65.005,0.0033,56.74,57.02,57.35,56.55,541.3,-0.0075,4690.07,5219.29,-529.22,5467.58,3546.71,1920.87,26.35
9,11,2017,10308.95,10358.65,10368.45,10266.95,247610,0.0006,13.2675,13.61,13.715,11.08,-0.0252,6.931,6.942,6.944,6.918,-0.0012,64.975,64.945,65.002,64.852,0.0008,57.17,56.85,57.53,56.69,666.95,0.0063,5653.62,6367.37,-713.75,3444.24,3212.99,231.25,26.31
8,11,2017,10303.15,10361.95,10384.25,10285.5,282950,-0.0045,13.61,13.2375,13.855,11.235,0.0281,6.939,6.925,6.949,6.918,0.0016,64.92,65.135,65.165,64.92,-0.0022,56.81,56.96,57.92,56.41,919.15,-0.0068,12418.41,16256.68,-3838.27,6917.14,3878.98,3038.16,26.37
7,11,2017,10350.15,10477.15,10485.75,10340.8,295830,-0.0097,13.2375,13.0225,13.68,11.6775,0.0165,6.928,6.923,6.942,6.919,0.0049,65.06,64.66,65.07,64.615,0.0067,57.2,57.27,57.69,56.83,750.19,-0.0026,5563.47,5102,461.47,4168.52,6214.59,-2046.07,26.48
6,11,2017,10451.8,10431.75,10490.45,10413.75,199560,-0.0001,13.0225,11.91,13.26,11.3725,0.0934,6.894,6.871,6.901,6.87,0.0052,64.625,64.665,64.742,64.625,0.001,57.35,55.97,57.61,55.66,861.71,0.0307,5164.32,4588.05,576.27,3987.48,4251.32,-263.84,26.74
3,11,2017,10452.5,10461.55,10461.7,10403.6,206100,0.0028,11.91,12.005,12.3025,11.0725,-0.0079,6.858,6.859,6.876,6.847,-0.0003,64.56,64.58,64.65,64.52,-0.0002,55.64,54.73,55.76,54.4,614.16,0.0202,4660.27,14351.11,-9690.84,3877.08,3843.68,33.4,26.87
2,11,2017,10423.8,10440.5,10453,10412.55,207740,-0.0016,12.005,12.1375,12.37,11.41,-0.0109,6.86,6.884,6.889,6.858,-0.0046,64.575,64.535,64.675,64.475,0.0002,54.54,54.28,54.84,53.99,482.85,0.0044,5441.78,4408.9,1032.88,4042.38,4498.89,-456.51,26.63
1,11,2017,10440.5,10390.35,10451.65,10383.05,268270,0.0102,12.1375,12.44,12.44,11.79,-0.0243,6.892,6.879,6.896,6.872,0.0044,64.565,64.705,64.705,64.51,-0.0029,54.3,54.65,55.22,53.89,671.04,-0.0015,6131.83,5093.52,1038.31,4519.98,5187.89,-667.91,26.49
31,10,2017,10335.3,10364.9,10367.7,10323.95,239810,-0.0027,12.44,12.1125,12.525,11.525,0.027,6.862,6.87,6.898,6.856,-0.0029,64.75,64.84,64.85,64.73,-0.0017,54.38,54.08,54.85,53.93,497.3,0.0042,5991.94,6523.76,-531.82,3905.61,3308.69,596.92,26.38
30,10,2017,10363.65,10353.85,10384.5,10344.3,244190,0.0039,12.1125,11.475,12.26,11.475,0.0556,6.882,6.821,6.891,6.818,0.0109,64.86,64.89,64.96,64.8,-0.0028,54.15,54.16,54.46,53.75,565.04,0.0046,4946.4,5132.44,-186.04,3773.89,3634.21,139.68,26.77
27,10,2017,10323.05,10362.3,10366.15,10311.3,322410,-0.002,11.475,11.6175,12.1525,11.19,-0.0123,6.807,6.814,6.843,6.798,0.0013,65.04,65.025,65.11,64.965,0.0031,53.9,52.8,54.2,52.25,730.92,0.0239,6105.99,6746.94,-640.95,4154.09,4097.52,56.57,26.67
