Chg,VIXPrice,VIXOpen,VIXHigh,VIXLow,VIXChg,GSECPrice,GSECOpen,GSECHigh,GSECLow,GSECChg,FXPrice,FXOpen,FXHigh,FXLow,FXChg,OilPrice,OilOpen,OilHigh,OilLow,OilChg,FII_BUY,FII_SELL,DII_BUY,DII_SELL,Nifty_PE
0.0046,20.5025,21.1925,21.5075,18.535,-0.0326,7.732,7.732,7.732,7.732,5.00E-04,62.382,62.327,62.433,62.12,9.00E-04,48.84,50.98,51.14,48.05,-0.0236,3933.66,4304.93,1674.69,1527.2,22.85
-0.0156,21.1925,22.015,22.015,19.85,-0.0374,7.728,7.728,7.728,7.728,0,62.327,62.161,62.374,61.93,0.0029,50.02,52.43,52.65,49.86,-0.0537,4328.7,5589.89,2442.08,1590.76,22.69
-0.0058,22.015,20.685,22.1225,18.5875,0.0643,7.728,7.728,7.728,7.728,0.0036,62.149,62.058,62.22,61.95,0.0029,52.86,52.01,53.99,51.65,0.0226,3163.41,3823.71,1651,1181.45,22.59
-0.0014,20.685,20.615,21.24,18.72,0.0034,7.7,7.7,7.7,7.7,1.00E-04,61.97,61.703,62.025,61.665,0.0042,51.69,50.86,53.16,50.72,0.024,4126.53,4222.98,1339.04,1223.55,22.44
-0.0038,20.615,20.05,20.89,18.26,0.0282,7.699,7.699,7.699,7.699,-0.0023,61.709,61.842,61.95,61.678,-0.0022,50.48,48.67,52.1,47.36,0.0419,4533.69,4561.12,2318.25,1992.64,22.57
-0.0046,20.05,19.8075,20.2925,17.9725,0.0122,7.717,7.717,7.717,7.717,-0.0013,61.842,61.596,61.91,61.565,0.004,48.45,51.67,52.56,47.95,-0.0867,5057.23,5141.03,1653.42,1725.77,22.53
-0.0013,19.8075,20.405,20.48,19.0025,-0.0293,7.727,7.727,7.727,7.727,0.0098,61.596,61.721,61.85,61.565,-0.002,53.05,49.79,54.24,49.69,0.0702,5723.76,5988.11,1966.33,2103.64,22.42
-0.016,20.405,20.1725,21.365,19.855,0.0115,7.652,7.652,7.652,7.652,-0.0053,61.719,62.005,62.085,61.645,-0.0049,49.57,47.59,50.56,46.67,0.0276,5639.15,6269.12,1747.14,1971.21,22.51
0.0043,20.1725,19.4325,21.21,18.325,0.0381,7.691,7.691,7.691,7.691,-0.0026,62.02,61.807,62.035,61.71,0.0035,48.24,44.63,48.35,44.31,0.0833,6145.72,6917.27,2281.99,2319.59,22.48
4.00E-04,19.4325,19.77,20.5675,17.7025,-0.0171,7.711,7.711,7.711,7.711,8.00E-04,61.801,61.44,61.981,61.43,0.0072,44.53,44.43,44.96,43.58,0.0018,8753.64,7029.87,2122.29,3802.38,22.84
0.0085,19.77,18.085,20.145,17.62,0.0932,7.705,7.705,7.705,7.705,1.00E-04,61.358,61.515,61.54,61.27,-8.00E-04,44.45,45.83,45.83,44.08,-0.0385,7236.15,5512.98,1437,2729.7,22.67
0.0085,18.085,17.885,18.685,16.7775,0.0112,7.704,7.704,7.704,7.704,0,61.41,61.48,61.525,61.355,-0.0011,46.23,45.13,46.55,44.81,0.0239,7816.2,6862.69,1449.09,2232.43,22.67
0.0037,17.885,18.565,18.74,13.46,-0.0366,7.704,7.704,7.704,7.704,-0.001,61.44,61.45,61.615,61.373,-0.0027,45.59,46.63,47.76,45.21,-0.0155,7171.82,5151.84,1320.15,2620.11,22.48
0.0169,18.565,17.7125,18.7625,14.205,0.0481,7.712,7.712,7.712,7.712,0.0029,61.605,61.635,61.77,61.505,7.00E-04,46.31,47.35,49.09,45.87,-0.0308,5408.39,4815.6,1781.45,2359.98,22.25
0.0043,17.2725,17.65,17.65,15.715,-0.0214,7.723,7.723,7.723,7.723,0,61.655,61.825,61.905,61.645,2.00E-04,46.39,48.69,48.77,45.89,-0.0291,4796,3520.41,1517.7,2279.3,22.16
0.0023,17.65,17.275,18.29,14.555,0.0217,7.723,7.723,7.723,7.723,0.0022,61.645,61.655,61.812,61.605,-0.0036,47.78,48.84,49.19,47.64,-0.0218,3695.66,3261.94,1373.33,1611.04,21.8
0.0262,17.275,16.16,17.4975,14.86,0.069,7.706,7.706,7.706,7.706,0.0016,61.87,62.085,62.21,61.795,-0.0031,48.69,46.35,48.87,45.95,0.0528,6718.16,5618.23,1417.6,2134.51,21.75
-0.0026,16.16,17.2475,17.2475,13.825,-0.0631,7.694,7.694,7.694,7.694,-0.01,62.065,61.885,62.105,61.485,-5.00E-04,46.25,48.6,51.27,46.07,-0.046,7405.38,5667.14,2142.37,2669.64,21.7
-0.0028,17.2475,16.4825,17.795,14.66,0.0464,7.772,7.772,7.772,7.772,5.00E-04,62.095,62.085,62.235,62.06,0.0019,48.48,46.16,48.91,45.01,0.0564,4248.3,4318.04,1647.21,1871.19,21.14
0.0046,16.4825,16.11,16.81,14.5725,0.0231,7.768,7.768,7.768,7.768,-0.0056,61.98,62.1,62.195,61.97,-0.0015,45.89,45.69,46.79,44.2,-0.0039,5046.28,4811.19,1917.84,1871.78,21.21
0.0061,16.11,15.955,17.5475,14.3725,0.0097,7.812,7.812,7.812,7.812,-0.0041,62.075,62.355,62.355,62.065,-0.0045,46.07,48.19,48.19,45.62,-0.0474,3289.52,3044.57,1097.14,1428.32,21.27
0.0164,15.955,16.4725,16.9075,14.4625,-0.0314,7.844,7.844,7.844,7.844,-0.002,62.355,62.5,62.52,62.3,-0.0051,48.36,48.92,49.61,47.16,-0.0088,4182.2,4480.19,1876.92,1577.39,21.16
-0.0031,16.4725,18.14,18.14,15.3825,-0.0919,7.86,7.86,7.86,7.86,5.00E-04,62.675,63.205,63.205,62.595,-0.0096,48.79,48.78,49.65,47.73,0.0029,4685.59,5152.37,2174.4,1885.52,21.04
-0.03,18.14,17.42,19.07,16.5025,0.0413,7.856,7.856,7.856,7.856,-0.0054,63.28,63.52,63.565,63.17,-0.0046,48.65,48,49.31,46.83,0.015,3290.56,4363.74,2265.73,1664.33,20.7
-0.002,17.42,14.1525,17.87,13.4575,0.2309,7.899,7.899,7.899,7.899,9.00E-04,63.575,63.375,63.625,63.315,0.0036,47.93,50,50.37,47.55,-0.0422,3138.11,4708.87,2646.3,1456.65,20.76
0.0135,14.1525,13.795,14.405,13.1525,0.0259,7.892,7.892,7.892,7.892,0.0025,63.345,63.435,63.495,63.285,9.00E-04,50.04,52.61,52.73,49.68,-0.0503,2569.89,2097.89,1098.28,1674.02,21.4
2.00E-04,13.795,15.025,15.025,13.4825,-0.0819,7.872,7.872,7.872,7.872,-0.001,63.285,63.445,63.502,63.255,-0.0011,52.69,53.76,55.11,52.03,-0.0344,2082.96,1823.14,1527.3,1457.52,21.45
0.0042,15.025,15.12,15.5075,14.755,-0.0063,7.88,7.88,7.88,7.88,0.0032,63.355,63.175,63.455,63.175,0.0051,54.56,53.73,54.85,53.72,0.0243,248.38,230.18,691.07,671.51,21.16
2.00E-04,15.12,14.8625,15.4025,14.6025,0.0173,7.855,7.855,7.855,7.855,-0.0023,63.035,63.315,63.39,63.035,-0.0055,53.27,53.87,54.02,52.44,-0.0157,2348.86,1867.78,1161.68,1192.23,21.16
0.0056,14.8625,14.5825,15.2225,14.1425,0.0192,7.873,7.873,7.873,7.873,-0.0068,63.385,63.725,63.795,63.355,-0.0045,54.12,53.72,54.32,52.7,0.0095,1684.45,1406.53,971.74,810.87,21.07
0.0033,14.5825,14.645,15.0425,14.2175,-0.0043,7.927,7.927,7.927,7.927,-0.0068,63.67,63.665,63.715,63.625,0.0017,53.61,55.05,55.74,52.9,-0.0205,1419.14,1623.36,1154.73,794.35,21.07
-0.0112,14.645,15.07,16.355,14.3975,-0.0282,7.978,7.978,7.978,7.978,0.0023,63.562,63.455,63.69,63.455,7.00E-04,54.73,55.86,56.59,54.51,-0.0213,560.62,520.65,1060.03,642.74,20.95
-0.0068,15.07,15.2975,15.6125,14.3,-0.0149,7.96,7.96,7.96,7.96,0.0048,63.52,63.435,63.565,63.375,0.0013,55.84,56.8,57.15,55.07,-0.0224,5112.98,7921.25,2910.17,2401.08,20.88
0.012,15.2975,14.21,16.115,13.5475,0.0765,7.922,7.922,7.922,7.922,-0.004,63.44,63.31,63.51,63.25,0.0033,57.12,55.39,57.56,55.06,0.0337,2148.19,2593.12,1845.54,1329.2,21.12
0.0081,14.21,14.51,15.5775,14.0225,-0.0207,7.954,7.954,7.954,7.954,-8.00E-04,63.23,63.255,63.33,63.145,-2.00E-04,55.26,57.75,58.53,55.13,-0.0223,2540.92,2876.16,1542.76,1153.64,21.27
0.0161,14.51,14.5975,14.775,11.845,-0.006,7.96,7.96,7.96,7.96,0.004,63.245,63.055,63.34,62.99,0.004,56.52,55.5,56.91,54.2,0.0445,5238.8,5907.65,1928.5,1305.73,21.01
-0.0047,14.5975,16.925,16.925,13.9725,-0.1375,7.928,7.928,7.928,7.928,-0.0051,62.99,63.36,63.4,62.985,-0.0084,54.11,55.83,58.73,54.05,-0.0418,3593.3,4468.19,2126.21,1478.04,20.85
-0.0185,16.925,16.3075,19.0625,14.195,0.0379,7.969,7.969,7.969,7.969,-0.0023,63.525,63.53,63.89,63.45,-0.0021,56.47,55.5,58.98,54.21,0.0097,4459.02,6095.38,3180.47,1756.64,20.51
-5.00E-04,16.3075,14.02,16.555,12.5725,0.1632,7.987,7.987,7.987,7.987,0.0198,63.66,62.915,63.66,62.815,0.0077,55.93,55.4,57.15,53.6,4.00E-04,4005.9,5253.14,2370.36,1835.76,20.61
-0.0083,14.02,13.7525,14.3275,12.565,0.0195,7.832,7.832,7.832,7.832,1.00E-04,63.175,62.21,63.175,62.21,0.0104,55.91,57.07,58.73,55.02,-0.0329,3296.78,3752.5,1701.97,1565.95,21
-0.0075,13.7525,12.7725,13.91,11.5325,0.0767,7.83,7.83,7.83,7.83,-0.0046,62.525,62.26,62.535,62.21,7.00E-04,57.81,59.17,59.57,57.34,-0.0357,3220.62,4085.58,1906.92,1583.51,21.01
-0.0116,12.7725,12.2425,12.9025,11.1875,0.0433,7.866,7.866,7.866,7.866,-0.0053,62.48,62.05,62.48,62.01,0.0059,59.95,61.12,61.68,58.96,-0.0162,3726.81,4535.08,1668.07,1236.14,21.19
-0.0117,12.495,12.2075,13.0825,10.8225,0.0236,7.902,7.902,7.902,7.902,-0.0019,61.88,61.89,61.955,61.835,9.00E-04,63.82,63.01,64.2,62.25,0.0122,3661.31,3882.83,1477.99,1823.37,21.31
-0.003,12.2075,11.95,12.6525,11.2275,0.0215,7.917,7.917,7.917,7.917,-0.0024,61.825,61.98,62.01,61.825,-0.0015,63.05,65.46,65.55,62.78,-0.0424,8206.6,3222,2458.71,1428.06,21.56
0.0031,11.95,12.445,12.445,11.325,-0.0398,7.936,7.936,7.936,7.936,-0.0039,61.918,61.845,61.918,61.78,0.0021,65.84,66.8,66.89,65.17,-0.0145,4071.22,4180.67,1537.3,1371.25,21.81
0.0015,12.445,12.3675,12.635,10.715,0.0063,7.967,7.967,7.967,7.967,-5.00E-04,61.79,61.945,61.965,61.79,-0.0012,66.81,67.4,68.22,66.09,-0.0085,4043.19,3569.19,1236.04,1822.02,21.87
-0.0036,12.3675,12.395,12.6075,11.2875,-0.0022,7.971,7.971,7.971,7.971,3.00E-04,61.863,61.885,61.97,61.815,0.0011,67.38,67.6,68.23,66.8,0.0075,4758.37,4367.3,1976.4,2133.63,21.81
-0.0038,12.395,13.2025,13.3325,12.205,-0.0612,7.969,7.969,7.969,7.969,-0.0112,61.795,61.905,62.02,61.795,-0.0026,66.88,69.24,69.32,66.67,-0.0307,3570.7,3463.88,1513.18,1553.6,21.77
0.0111,13.2025,12.8975,13.615,12.1975,0.0236,8.059,8.059,8.059,8.059,-0.0035,61.955,62.06,62.24,61.955,-0.0041,69,66,69.54,63.72,0.0431,4336.73,4349.09,1572.33,2127.5,21.85
0.0022,12.8975,12.7425,13.125,11.595,0.0122,8.087,8.087,8.087,8.087,-0.0074,62.21,61.815,62.25,61.765,0.0057,66.15,73.5,73.56,65.69,-0.035,5160.09,4224.23,2561.35,3000.66,21.94
0.0015,12.7425,12.985,13.1175,11.65,-0.0187,8.147,8.147,8.147,8.147,5.00E-04,61.86,61.74,61.938,61.74,0.0011,68.55,73.54,73.55,67.77,-0.0698,5442.99,5053.26,2669.06,2332.21,21.7
-0.0079,12.985,13.525,13.5375,10.6075,-0.0399,8.143,8.143,8.143,8.143,-0.0018,61.795,61.865,61.913,61.785,-0.0011,73.69,73.87,74.48,73.3,-0.0054,3517.53,3336.07,1696.37,2011.01,21.65
0.0062,13.525,13.0175,14.2475,11.4525,0.039,8.158,8.158,8.158,8.158,-5.00E-04,61.865,61.915,62.045,61.85,1.00E-04,74.09,75.51,76.58,73.71,-0.0223,13086.79,11917.85,2030.27,2762.39,21.61
0.009,13.0175,13.8525,13.8525,9.3475,-0.0603,8.162,8.162,8.162,8.162,-7.00E-04,61.86,61.7,61.975,61.66,0.0015,75.78,76.62,77.02,75.45,-0.0095,4382.65,3975.23,1606.27,1769.05,21.78
0.0023,13.8525,14.165,15.145,11.05,-0.0221,8.168,8.168,8.168,8.168,0.0012,61.767,61.845,61.905,61.745,-0.0026,76.51,76.29,77.83,75.62,0.0123,4134.87,4012.37,1662.12,1524.53,21.7
-0.0052,14.165,14.345,14.355,11.905,-0.0125,8.158,8.158,8.158,8.158,-7.00E-04,61.93,62.04,62.23,61.89,-2.00E-04,75.58,74.25,75.76,74.17,0.0134,3163.39,3640.54,1271,1169.38,21.51
-6.00E-04,14.345,14.065,14.6325,10.245,0.0199,8.164,8.164,8.164,8.164,0.0013,61.945,61.845,62.008,61.795,0.0036,74.58,74.23,75.4,73.88,-4.00E-04,4313.42,4241.62,1170.4,1661.66,21.33
0.0049,14.065,14.41,14.905,10.84,-0.0239,8.153,8.153,8.153,8.153,-0.0034,61.725,61.735,61.885,61.705,-0.0017,74.61,75.49,76.44,74.12,-0.0136,3900.45,4002.43,1586.1,1818.52,21.47
0.0038,14.41,13.9725,14.91,11.48,0.0313,8.181,8.181,8.181,8.181,-0.0049,61.83,61.63,61.83,61.63,0.0019,75.64,75.93,76.18,74.71,-0.0024,3693.78,3037.41,1576.48,1824.34,21.45
-0.003,13.9725,13.8,14.2,11.3825,0.0125,8.215,8.215,8.215,8.215,-7.00E-04,61.715,61.63,61.86,61.56,0.0019,75.82,74.36,76.3,73.25,0.0217,4986.8,4340.9,1418.23,1935.74,21.35
0.0025,13.8,14.435,14.435,12.7125,-0.044,8.221,8.221,8.221,8.221,0.0077,61.6,61.49,61.635,61.49,0.0037,74.21,76.95,77.16,74.07,-0.0385,3933.01,3242.4,1090.87,1829.11,21.26
0.0022,14.435,14.8,14.8,12.5875,-0.0247,8.158,8.158,8.158,8.158,-0.0033,61.375,61.535,61.57,61.375,-0.0023,77.18,77.5,78.08,76.63,-0.0098,4112.93,3653.46,1249.68,1809.12,21.33
9.00E-04,14.8,13.93,15.485,12.72,0.0625,8.185,8.185,8.185,8.185,9.00E-04,61.515,61.57,61.65,61.515,5.00E-04,77.94,77.18,78.04,76.42,0.007,4443.96,3985.92,1181.26,1698.24,21.29
-2.00E-04,13.93,14.11,17.21,12.975,-0.0128,8.178,8.178,8.178,8.178,-0.0038,61.485,61.465,61.57,61.39,-6.00E-04,77.4,78.5,79.85,77.13,-0.0159,4291.6,3936.3,1435.41,1750.34,21.24
0.0017,14.11,13.755,14.7025,13.1225,0.0258,8.209,8.209,8.209,8.209,0.0022,61.52,61.44,61.7,61.44,3.00E-04,78.65,77.86,79.41,77.47,0.0095,8091.15,5554.02,1818.33,2010.53,21.31
2.00E-04,13.755,13.7375,14.32,12.49,0.0013,8.191,8.191,8.191,8.191,-0.0082,61.435,61.34,61.545,61.3,7.00E-04,78.68,77.36,79.35,76.46,0.0193,7123.22,6092.37,1307.55,2512.18,21.54
0.0187,13.7375,13.295,13.945,12.455,0.0333,8.259,8.259,8.259,8.259,-0.0023,61.42,61.51,61.51,61.325,2.00E-04,78.78,80.59,80.98,78.08,-0.0219,4459.07,3045.73,1334.2,2517.28,21.58
0.0097,13.295,13.265,13.76,12.215,0.0023,8.278,8.278,8.278,8.278,-0.0013,61.405,61.365,61.615,61.3,-6.00E-04,80.54,81.04,81.27,79.55,-0.0071,5582.74,3828.01,2175.71,2452.2,21.58
0.0078,13.265,13.005,13.4575,11.7625,0.02,8.289,8.289,8.289,8.289,-0.0035,61.44,61.29,61.555,61.29,0.0024,81.12,81.93,82.09,80.72,-0.0131,6643.75,5386.26,2232.69,2326.7,21.16
0.0045,13.005,13.3225,13.595,12.54,-0.0238,8.318,8.318,8.318,8.318,-5.00E-04,61.29,61.265,61.375,61.22,0.0017,82.2,81.55,82.88,81.44,0.0096,4453.43,3667.82,1263.56,1770.85,20.92
-0.0029,13.3225,13.515,13.655,12.035,-0.0142,8.322,8.322,8.322,8.322,7.00E-04,61.188,61.255,61.425,61.162,-0.0019,81.42,80.64,81.66,80.36,0.0052,3709.09,3817.09,1324.46,1424.12,20.75
0.0086,13.515,12.8625,13.795,11.9225,0.0507,8.316,8.316,8.316,8.316,-0.0048,61.305,61.185,61.375,61.185,0.0022,81,81.27,81.29,79.44,-1.00E-04,3914.1,3864.96,1292.02,1282.47,20.64
0.0061,13.03,13.33,13.33,12.04,-0.0225,8.356,8.356,8.356,8.356,-0.0018,61.2,61.095,61.315,61.015,8.00E-04,80.52,82.55,83.15,80.22,-0.0277,3639.4,3631.86,1641.31,1265.76,20.65
0.0128,13.33,14.19,14.19,11.98,-0.0606,8.371,8.371,8.371,8.371,0.0014,61.15,61.315,61.377,61.12,-0.0014,82.81,82.76,84.05,82.29,0.0012,4695.31,4662.91,1772.92,1703.98,20.53
0.0041,14.19,16.4,16.4,12.94,-0.1348,8.359,8.359,8.359,8.359,-0.0036,61.235,61.315,61.385,61.185,-0.0021,82.71,83.13,83.48,81.55,-5.00E-04,5287.33,4247.25,1868.6,2034.71,20.47
-0.0147,16.4,16.4325,16.855,14.7375,-0.002,8.389,8.389,8.389,8.389,0.0023,61.365,61.765,61.765,61.36,-0.0077,82.75,83.18,84.45,82.44,6.00E-04,3554.06,4984.09,2565.98,1828.67,20.21
-0.0026,16.4325,14.5925,16.885,14.32,0.1261,8.37,8.37,8.37,8.37,-0.0033,61.84,61.485,61.94,61.435,0.0075,82.7,81.06,84.83,79.78,0.0112,4206.91,5335.28,2052.18,1387.73,20.13
0.0031,14.5925,14.5,15.3025,12.9325,0.0064,8.397,8.397,8.397,8.397,-0.0025,61.4,60.945,61.48,60.935,0.0064,81.84,84.98,85.6,81.32,-0.0455,2942.08,3636.75,1825.97,1330.45,20.41
-0.0126,14.5,14.33,15.23,14.0725,0.0119,8.418,8.418,8.418,8.418,-0.0045,61.01,61.285,61.315,61.01,-0.0045,85.74,85.2,85.87,84.07,-9.00E-04,2480.59,3151.65,1618.85,1052.02,20.47
0.015,14.33,13.155,14.455,12.445,0.0893,8.456,8.456,8.456,8.456,-0.0011,61.285,61.165,61.365,61.125,0.0038,85.82,84.39,86.29,83.59,6.00E-04,2576.53,3296.3,1866.91,1308.7,20.55
-0.0012,13.155,14.1125,14.1125,12.7475,-0.0678,8.465,8.465,8.465,8.465,0.0068,61.055,61.145,61.145,60.91,-0.005,85.77,87.73,87.95,84.06,-0.0176,3148.31,3169.2,2020.1,1396.46,20.81
-0.0117,14.1125,14.4625,14.8475,13.675,-0.0242,8.408,8.408,8.408,8.408,-0.0053,61.36,61.47,61.525,61.31,9.00E-04,87.31,88.43,88.63,86.83,-0.0173,3252.99,4693.98,1937.08,1273.99,20.5
-0.0024,14.4625,13,14.57,13,0.1125,8.453,8.453,8.453,8.453,-0.0028,61.305,61.465,61.485,61.28,-0.0039,88.85,90.45,90.57,88.38,-0.0165,5056.61,5389.45,1814.9,1487.25,20.53
7.00E-04,13,13.145,13.4775,12.8325,-0.011,8.477,8.477,8.477,8.477,-0.004,61.725,61.835,61.965,61.593,-0.0035,90.73,91.36,92.96,90.47,-0.0047,3534.85,3598.09,1418.1,1262.41,20.77
-0.0012,13.145,13.385,13.5675,12.7225,-0.0179,8.511,8.511,8.511,8.511,0.0025,61.94,61.615,61.94,61.565,0.0062,91.16,94.34,94.9,90.86,-0.0361,4506.77,4992.7,1855.78,1654.54,20.82
0.0072,13.385,12.9275,14.2275,12.7675,0.0354,8.49,8.49,8.49,8.49,0.0056,61.56,61.155,61.62,61.155,0.0068,94.57,93.35,94.64,92.74,0.011,2643.78,2493.68,1323.36,1088.84,20.81
-0.0113,12.9275,13.2975,14.8325,12.5375,-0.0278,8.441,8.441,8.441,8.441,-0.0054,61.145,61.345,61.625,61.015,-0.0031,93.54,92.47,93.86,92.23,0.0109,3622.07,4755.71,2795.91,1460.58,20.83
-0.0019,13.2975,12.535,13.8825,11.58,0.0608,8.487,8.487,8.487,8.487,7.00E-04,61.335,60.965,61.42,60.925,0.0064,92.53,92.89,93.54,92.05,-0.0029,6308.96,7160.2,2822.33,2003.71,20.68
-0.0158,12.535,12.41,13.515,11.8875,0.0101,8.481,8.481,8.481,8.481,0.0017,60.945,61.045,61.065,60.905,-0.0018,92.8,91.72,93.29,91.12,0.0135,3543.2,4336.85,1461.38,1476.67,20.92
0.0031,12.41,11.565,12.8725,11.08,0.0731,8.467,8.467,8.467,8.467,0.0038,61.055,60.955,61.055,60.875,0.0018,91.56,90.7,92.09,90.58,4.00E-04,3951.71,5136.88,1858.96,1533.26,20.96
8.00E-04,11.565,11.8875,12.4375,10.315,-0.0271,8.435,8.435,8.435,8.435,-0.0024,60.945,60.795,60.945,60.755,0.0014,91.52,92.22,92.64,91.2,-0.0096,2666.51,2852.92,1309.17,1277.68,21.3
0.0175,11.8875,12.325,12.4025,11.3825,-0.0355,8.455,8.455,8.455,8.455,2.00E-04,60.86,60.78,60.9,60.73,0.002,92.41,92.97,93.22,91.85,-0.0071,9067.97,9074.5,1581.36,1344.21,21.23
0.0054,12.325,12.9475,12.9475,11.05,-0.0481,8.453,8.453,8.453,8.453,-0.0053,60.74,61.115,61.22,60.74,-0.0029,93.07,93.97,94.82,92.85,-0.0143,3383.39,3392.96,1671.65,1587.2,21.58
-0.0136,12.9475,13.2825,13.2825,11.2625,-0.0252,8.498,8.498,8.498,8.498,0,60.915,60.985,61.043,60.83,-0.0024,94.42,94.71,95.06,93.74,-0.0048,4278.46,4142.38,1635.63,1796.82,21.21
-0.0078,13.2825,13.255,13.7325,12.0475,0.0021,8.498,8.498,8.498,8.498,-7.00E-04,61.06,61.025,61.165,61.007,-7.00E-04,94.88,92.81,95.19,92.46,0.0211,3146.53,3975.48,2090.2,1624.59,21.09
0.0024,13.255,12.365,13.3625,12.0375,0.072,8.504,8.504,8.504,8.504,-1.00E-04,61.105,60.655,61.175,60.655,0.0074,92.92,92.13,93.03,90.63,0.007,3035.25,3109.84,1504.75,1579.24,21.38
-0.001,12.365,12.5175,12.62,11.3975,-0.0122,8.501,8.501,8.501,8.501,-5.00E-04,60.655,60.975,61.025,60.645,-0.0045,92.27,93.05,93.67,91.96,-0.006,3745.68,3562.88,1651.73,1860.17,21.55
-0.0072,12.5175,12.93,13.14,11.815,-0.0319,8.505,8.505,8.505,8.505,-0.0044,60.93,60.845,60.945,60.72,0,92.83,91.71,93.44,90.43,0.0127,3758.59,3325.04,1450.66,1981.37,21.5
-0.0026,12.93,12.7575,13.11,11.805,0.0135,8.543,8.543,8.543,8.543,0.0025,60.93,60.78,61.045,60.76,0.0054,91.67,92.79,93.03,91.22,-0.0116,3117.67,3127.58,1210.62,1721.87,21.52
0.0108,12.7575,12.7925,13.0425,11.0125,-0.0027,8.522,8.522,8.522,8.522,0.0024,60.605,60.435,60.673,60.405,0.0055,92.75,93.11,93.94,92.52,0.001,2716.67,2237.27,1020.68,1772.77,21.68
-0.0011,12.7925,12.935,13.0725,12.1775,-0.011,8.502,8.502,8.502,8.502,-0.0023,60.275,60.305,60.325,60.212,-0.002,92.66,93.49,93.62,91.8,-0.0068,4416.57,3253.59,1530.08,2038.45,21.73
-0.0023,12.935,13.0775,13.3075,12.305,-0.0109,8.522,8.522,8.522,8.522,0,60.395,60.445,60.505,60.38,6.00E-04,93.29,94.57,94.99,92.86,-0.0123,3807.81,3497.3,1217.3,1572.11,21.15
0.0039,13.0775,13.3925,13.615,12.3975,-0.0235,8.522,8.522,8.522,8.522,0,60.36,60.465,60.49,60.355,-0.0021,94.45,95.07,95.39,94.16,-0.0114,5458.31,3760.57,1172.65,1727.88,21.17
0.0069,13.3925,13.4475,13.9525,12.5675,-0.0041,8.522,8.522,8.522,8.522,4.00E-04,60.49,60.605,60.695,60.335,-0.0032,95.54,93.28,95.83,93.06,0.0286,6178.38,4889.81,1762.22,2231.91,21.22
0.0092,13.4475,13.53,13.91,12.485,-0.0061,8.519,8.519,8.519,8.519,-0.0036,60.685,60.585,60.695,60.495,0.0026,92.88,95.81,95.91,92.68,-0.0308,3876.27,3203.46,1820.36,1988.21,21.14
0.0023,13.53,13.0675,13.675,12.8575,0.0354,8.55,8.55,8.55,8.55,-0.0018,60.53,60.51,60.535,60.425,2.00E-04,95.83,95.76,95.9,95.51,-0.0014,3833.02,3278.88,1135.18,1696.87,20.99
0.004,13.0675,13.0625,14.345,12.325,4.00E-04,8.559,8.559,8.559,8.559,4.00E-04,60.5,60.405,60.698,60.365,7.00E-04,94.55,93.75,94.71,93.45,0.0071,6741.81,7452.44,2677.78,1947.35,20.8
-2.00E-04,13.0625,13.9025,13.9025,12.7425,-0.0604,8.556,8.556,8.556,8.556,2.00E-04,60.455,60.485,60.515,60.35,3.00E-04,93.88,93.88,94.24,93.36,2.00E-04,3583.3,3293.12,1797.25,1560.26,20.75
-9.00E-04,13.9025,13.7875,14.52,13.28,0.0083,8.554,8.554,8.554,8.554,-2.00E-04,60.435,60.505,60.58,60.435,-0.0022,93.86,93.36,94.35,93.35,0.0055,3212.56,2847.84,1309.79,1568.97,20.67
0.0028,13.7875,13.62,14.165,12.0075,0.0123,8.556,8.556,8.556,8.556,0.0047,60.57,60.555,60.58,60.405,0.0017,93.35,93.34,93.95,93.05,-0.0032,2558.73,2431.4,1252.79,1207.08,20.67
0.002,13.62,13.7325,13.9725,12.2025,-0.0082,8.516,8.516,8.516,8.516,5.00E-04,60.47,60.495,60.56,60.365,-0.0034,93.65,93.89,94.04,92.92,-0.0033,3351.04,3048.98,1416.48,1600.12,20.69
-0.0028,13.7325,13.66,14.36,12.0075,0.0053,8.512,8.512,8.512,8.512,0.0039,60.675,60.695,60.8,60.615,0.001,93.96,93.49,94.45,92.5,-0.022,3834.4,3421.63,1881.36,1817.62,20.63
0.003,13.66,13.905,14.33,12.4575,-0.0176,8.479,8.479,8.479,8.479,-0.0062,60.615,60.845,60.885,60.52,-0.001,96.07,94.7,96.47,94.7,0.0168,3505.89,3254.53,1437.22,1918.59,20.58
0.0106,13.905,13.5025,14.2075,11.945,0.0298,8.532,8.532,8.532,8.532,-0.0208,60.675,60.775,60.785,60.645,-0.0017,94.48,96.56,97.05,94.26,-0.02,4329.53,3770.14,1683.07,1946.44,20.63
0.0067,13.5025,13.22,14.195,11.9775,0.0214,8.6225,8.6225,8.6225,8.6225,-0.0133,60.78,60.78,60.78,60.78,0,96.41,97.1,97.16,95.81,-0.0097,3799.79,3326.37,1526.35,1036.31,20.57
0.0016,13.22,13.7625,13.7625,11.8375,-0.0394,8.713,8.713,8.713,8.713,-0.0058,60.765,61.105,61.12,60.765,-0.0054,95.58,97.3,97.59,95.26,-0.0206,3696.35,3071.17,1487.34,1351.59,20.45
0.0133,13.7625,13.4675,14.0875,12.72,0.0219,8.764,8.764,8.764,8.764,-0.0092,61.095,61.095,61.315,61.095,2.00E-04,97.59,97.2,97.78,96.75,0.0023,4745.81,4027.54,1627.54,1605.51,20.31
